type,country,name,id,lat,lon,elev,mft,ref,freq,unit,chan,decl,north,range,kmm
VORTAC,US,DULUTH,DLH,46.8021639,-92.2028692,440,M,MSL,112.600,MHZ,73X,-0.996,FALSE,none,none
VOR-DME,US,DUNOIR,DNW,43.8282781,-110.3354744,2400,M,MSL,117.200,MHZ,119X,10.943,FALSE,none,none
VOR-DME,US,DUPAGE,DPA,41.89036,-88.3502,244,M,MSL,108.400,MHZ,21X,-3.487176013360195,FALSE,none,none
VORTAC,US,DUPONT,DQO,39.6781403,-75.6070856,21,M,MSL,114.000,MHZ,87X,-11.668,FALSE,none,none
VOR-DME,US,DUPREE,DPR,45.0781753,-101.7150714,770,M,MSL,116.800,MHZ,115X,6.326,FALSE,none,none
VOR-DME,US,DURANGO,DRO,37.1532597,-107.7496258,2000,M,MSL,116.550,MHZ,112Y,8.894,FALSE,none,none
VOR-DME,US,EAST TEXAS,ETX,40.5810392,-75.6840303,230,M,MSL,110.200,MHZ,39X,-11.802,FALSE,none,none
VORTAC,US,EATON,LBY,31.4186828,-89.3376019,89,M,MSL,110.600,MHZ,43X,-1.793,FALSE,none,none
VORTAC,US,EAU CLAIRE,EAU,44.89767,-91.478535,280,M,MSL,113.650,MHZ,83Y,-1.376,FALSE,none,none
VOR-DME,US,EL DORADO,ELD,33.2561539,-92.7439478,72,M,MSL,115.500,MHZ,102X,0.342,FALSE,none,none
VOR-DME,US,EL NIDO,HYP,37.2194325,-120.4002183,56,M,MSL,114.200,MHZ,89X,12.763,FALSE,none,none
VORTAC,US,EL PASO,ELP,31.8159103,-106.2818828,1200,M,MSL,115.200,MHZ,99X,7.668,FALSE,none,none
VOR-DME,US,EL TORO,ELB,33.6760356,-117.7310914,100,M,MSL,117.200,MHZ,119X,11.502,FALSE,none,none
VOR-DME,US,ELIZABETH CITY,ECG,36.2575731,-76.1755978,2,M,MSL,112.500,MHZ,72X,-10.773,FALSE,none,none
VORTAC,US,ELKINS,EKN,38.9144358,-80.0992725,670,M,MSL,114.200,MHZ,89X,-8.915,FALSE,none,none
VOR-DME,US,ELLENSBURG,ELN,47.02437,-120.458,537,M,MSL,117.900,MHZ,126X,14.921941777816238,FALSE,none,none
VOR-DME,US,ELLWOOD CITY,EWC,40.8249328,-80.2115456,370,M,MSL,115.800,MHZ,105X,-9.181,FALSE,none,none
VORTAC,US,ELM GROVE,EMG,32.4004056,-93.5951472,46,M,MSL,111.200,MHZ,49X,0.929,FALSE,none,none
VOR-DME,US,ELY,ELY,39.2981258,-114.8483047,1900,M,MSL,110.600,MHZ,43X,11.825,FALSE,none,none
VORTAC,US,EMPORIA,EMP,38.2911431,-96.1381169,370,M,MSL,112.800,MHZ,75X,2.463,FALSE,none,none
VOR-DME,US,ENOCH,EHK,37.78733,-113.0682306,1700,M,MSL,117.300,MHZ,120X,11,FALSE,none,none
VORTAC,US,EPHRATA,EPH,47.3779189,-119.4240039,380,M,MSL,112.600,MHZ,73X,14.751,FALSE,none,none
VOR-DME,US,ESCANABA,ESC,45.7226353,-87.0895983,180,M,MSL,110.800,MHZ,45X,-5.06,FALSE,none,none
VORTAC,US,EUFAULA,EUF,31.9502508,-85.1304794,88,M,MSL,109.200,MHZ,29X,-4.648,FALSE,none,none
VORTAC,US,EUGENE,EUG,44.1208983,-123.2228314,110,M,MSL,112.900,MHZ,76X,14.77,FALSE,none,none
VOR-DME,US,EVANSTON,EVW,41.2724878,-111.0467664,2200,M,MSL,109.600,MHZ,33X,10.841,FALSE,none,none
VORTAC,US,FAIRFIELD,FFU,40.2748947,-111.9405314,2300,M,MSL,116.600,MHZ,113X,11.023,FALSE,none,none
VORTAC,US,FALCON,FQF,39.6901389,-104.6209722,1800,M,MSL,116.300,MHZ,110X,7.668,FALSE,none,none
VOR-DME,US,FARGO,FAR,46.7533369,-96.8513189,280,M,MSL,116.200,MHZ,109X,2.798,FALSE,none,none
VORTAC,US,FARMINGTON,FAM,37.6734614,-90.2340597,370,M,MSL,115.700,MHZ,104X,-1.663,FALSE,none,none
VORTAC,US,FARMINGTON,FGT,44.6309442,-93.1820517,280,M,MSL,115.700,MHZ,104X,0.017,FALSE,none,none
VOR-DME,US,FAYETTEVILLE,FAY,34.9855511,-78.8750639,57,M,MSL,108.800,MHZ,25X,-9.045,FALSE,none,none
VOR-DME,US,FELLOWS,FLW,35.0930844,-119.8655786,1200,M,MSL,117.500,MHZ,122X,12.22,FALSE,none,none
VORTAC,US,FILLMORE,FIM,34.3566936,-118.8812911,650,M,MSL,112.500,MHZ,72X,11.877,FALSE,none,none
VOR-DME,US,FLAGSTAFF,FLG,35.1471978,-111.6741628,2100,M,MSL,113.850,MHZ,85Y,10.108,FALSE,none,none
VORTAC,US,FLAT ROCK,FAK,37.5285094,-77.8282192,140,M,MSL,113.300,MHZ,80X,-10.061,FALSE,none,none
VORTAC,US,FLINT,FNT,42.9667722,-83.7469675,230,M,MSL,116.900,MHZ,116X,-7.134,FALSE,none,none
VORTAC,US,FORISTELL,FTZ,38.6943336,-90.9712694,250,M,MSL,110.800,MHZ,45X,-1.208,FALSE,none,none
VOR-DME,US,FORT BRIDGER,FBR,41.37844,-110.4240611,2200,M,MSL,114.450,MHZ,91Y,10.605,FALSE,none,none
VOR-DME,US,FORT JONES,FJS,41.4496692,-122.8064475,1500,M,MSL,109.600,MHZ,33X,14.099,FALSE,none,none
VOR-DME,US,FORT LAUDERDALE,FLL,26.0739397,-80.1664422,2,M,MSL,114.400,MHZ,91X,-7.047,FALSE,none,none
VORTAC,US,FORT SMITH,FSM,35.3884172,-94.2715253,130,M,MSL,110.400,MHZ,41X,1.271,FALSE,none,none
VORTAC,US,FORT STOCKTON,FST,30.9521,-102.975,882,M,MSL,116.900,MHZ,116X,6.159807981575704,FALSE,none,none
VORTAC,US,FORT UNION,FTI,35.6575494,-105.1355964,2100,M,MSL,117.300,MHZ,120X,7.547,FALSE,none,none
VORTAC,US,FORT WAYNE,FWA,40.9790644,-85.1880581,240,M,MSL,117.800,MHZ,125X,-5.747,FALSE,none,none
VORTAC,US,FORTUNA,FOT,40.6712744,-124.2345361,120,M,MSL,114.000,MHZ,87X,14.136,FALSE,none,none
VOR,US,FRANKFORT,FFT,38.1824231,-84.9086231,250,M,MSL,109.400,MHZ,none,-5.554,FALSE,none,none
VOR,US,FRANKLIN,FKL,41.4384983,-79.8567058,470,M,MSL,109.600,MHZ,none,-9.525,FALSE,none,none
VOR-DME,US,FRANKSTON,FZT,32.0746042,-95.5307906,190,M,MSL,111.400,MHZ,51X,2.148,FALSE,none,none
VOR,US,FREDERICK,FDK,39.4122361,-77.3751161,94,M,MSL,109.000,MHZ,none,-10.65,FALSE,none,none
VORTAC,US,FRIANT,FRA,37.1044208,-119.5954456,720,M,MSL,115.600,MHZ,103X,12.581,FALSE,none,none
VOR-DME,US,GADSDEN,GAD,33.9764031,-86.0835569,170,M,MSL,112.300,MHZ,70X,-4.232,FALSE,none,none
VORTAC,US,GALLUP,GUP,35.4759992,-108.8726117,2100,M,MSL,115.100,MHZ,98X,9.14,FALSE,none,none
VORTAC,US,GARDEN CITY,GCK,37.9190036,-100.7250086,880,M,MSL,113.300,MHZ,80X,5.367,FALSE,none,none
VOR-DME,US,GARDNER,GDM,42.545833333333,-72.058055555556,388,M,MSL,110.600,MHZ,43X,-13.937490907301433,FALSE,none,none
VORTAC,US,GAVIOTA,GVO,34.5313203,-120.0910883,800,M,MSL,113.800,MHZ,85X,12.146,FALSE,none,none
VOR-DME,US,GENESEO,GEE,42.8343964,-77.7327508,300,M,MSL,108.200,MHZ,19X,-11.126,FALSE,none,none
VORTAC,US,GILA BEND,GBN,32.9562583,-112.6742717,240,M,MSL,116.600,MHZ,113X,10.075,FALSE,none,none
VOR-DME,US,GILL,GLL,40.5038656,-104.5530133,1500,M,MSL,114.200,MHZ,89X,7.706,FALSE,none,none
VOR-DME,US,GILLETTE,GCC,44.3477731,-105.5434858,1300,M,MSL,114.600,MHZ,93X,8.617,FALSE,none,none
VOR-DME,US,GLADE SPRING,GZG,36.8251067,-82.0789792,1300,M,MSL,110.200,MHZ,39X,-7.302,FALSE,none,none
VOR-DME,US,GLASGOW,GGW,48.2153044,-106.6254192,700,M,MSL,113.900,MHZ,86X,9.654,FALSE,none,none
VORTAC,US,GLEN ROSE,JEN,32.15958,-97.8776,395,M,MSL,115.000,MHZ,97X,3.549757511907685,FALSE,none,none
VORTAC,US,GOFFS,GFS,35.1311453,-115.1764403,1200,M,MSL,114.400,MHZ,91X,11.157,FALSE,none,none
VORTAC,US,GOOCH SPRINGS,AGJ,31.1855,-98.1418,364,M,MSL,112.500,MHZ,72X,3.688559626213535,FALSE,none,none
VORTAC,US,GOPHER,GEP,45.145685,-93.3731808,270,M,MSL,117.300,MHZ,120X,0.127,FALSE,none,none
VORTAC,US,GORDONSVILLE,GVE,38.0135994,-78.1530267,120,M,MSL,115.600,MHZ,103X,-9.953,FALSE,none,none
VORTAC,US,GORMAN,GMN,34.8040286,-118.8613603,1500,M,MSL,116.100,MHZ,108X,11.963,FALSE,none,none
VOR-DME,US,GRAND CANYON,GCN,35.9603403,-112.1460464,2000,M,MSL,111.650,MHZ,53Y,10.394,FALSE,none,none
VOR-DME,US,GRAND FORKS,GFK,47.9548333,-97.1853706,260,M,MSL,114.300,MHZ,90X,3.016,FALSE,none,none
VOR-DME,US,GRAND ISLAND,GRI,40.9840278,-98.3147778,560,M,MSL,112.000,MHZ,57X,3.931,FALSE,none,none
VORTAC,US,GRAND STRAND,CRE,33.8138408,-78.7245222,11,M,MSL,114.400,MHZ,91X,-8.962,FALSE,none,none
VOR-DME,US,GRAY,GRK,31.03288,-97.8137,293,M,MSL,111.800,MHZ,55X,3.5030341548260586,FALSE,none,none
VORTAC,US,GREAT FALLS,GTF,47.44998,-111.4121647,1100,M,MSL,115.100,MHZ,98X,12.008,FALSE,none,none
VORTAC,US,GREEN BAY,GRB,44.55516,-88.1948572,230,M,MSL,115.500,MHZ,102X,-3.979,FALSE,none,none
VORTAC,US,GREENSBORO,GSO,36.0456931,-79.9763711,280,M,MSL,116.200,MHZ,109X,-8.535,FALSE,none,none
VORTAC,US,GREENVILLE,GEF,30.5513417,-83.7831328,68,M,MSL,109.000,MHZ,27X,-5.367,FALSE,none,none
VOR-DME,US,GREENVILLE,GLH,33.5235308,-90.9829375,38,M,MSL,114.250,MHZ,89Y,-0.846,FALSE,none,none
VORTAC,US,GREGG COUNTY,GGG,32.4177558,-94.7531944,100,M,MSL,112.900,MHZ,76X,1.66,FALSE,none,none
VOR-DME,US,GROESBECK,GNL,31.58147,-96.549,157,M,MSL,108.800,MHZ,25X,2.7746529104111737,FALSE,none,none
VOR,US,GUADALUPE,GLJ,34.9523736,-120.5214808,42,M,MSL,111.000,MHZ,none,12.311,FALSE,none,none
VORTAC,US,GULFPORT,GPT,30.4068314,-89.0767811,8,M,MSL,109.000,MHZ,27X,-1.882,FALSE,none,none
VOR,US,HAGERSTOWN,HGR,39.6977267,-77.8557181,170,M,MSL,109.800,MHZ,none,-10.424,FALSE,none,none
VORTAC,US,HALLSVILLE,HLV,39.1135408,-92.1282339,280,M,MSL,114.200,MHZ,89X,-0.393,FALSE,none,none
VOR,US,HAMMOND,HMU,30.51941,-90.4175,14,M,MSL,109.600,MHZ,none,-1.0070015365161984,FALSE,none,none
VOR-DME,US,HANGTOWN,HNW,38.7247256,-120.7492633,790,M,MSL,115.500,MHZ,102X,13.146,FALSE,none,none
VORTAC,US,HANKSVILLE,HVE,38.4168083,-110.6997406,1300,M,MSL,115.900,MHZ,106X,10.265,FALSE,none,none
VORTAC,US,HARCUM,HCM,37.44866,-76.7113539,2,M,MSL,108.800,MHZ,25X,-10.678,FALSE,none,none
VOR-DME,US,HARLINGEN,HRL,26.2292247,-97.6522647,10,M,MSL,109.200,MHZ,29X,3.405,FALSE,none,none
VORTAC,US,HARRISBURG,HAR,40.3022397,-77.0695589,400,M,MSL,112.500,MHZ,72X,-10.991,FALSE,none,none
VOR-DME,US,HARRISON,HRO,36.3183081,-93.2132717,430,M,MSL,112.500,MHZ,72X,0.522,FALSE,none,none
VOR-DME,US,HARTFORD,HFD,41.6411047,-72.5474181,260,M,MSL,114.900,MHZ,96X,-13.525,FALSE,none,none
VORTAC,US,HARVEY,HRV,29.8501947,-90.0029842,0,M,MSL,114.100,MHZ,88X,-1.236,FALSE,none,none
VOR-DME,US,HAVRE,HVR,48.5404617,-109.7699869,790,M,MSL,114.650,MHZ,93Y,11.409,FALSE,none,none
VOR-DME,US,HAYDEN,CHE,40.5200817,-107.3049011,2200,M,MSL,115.600,MHZ,103X,9.103,FALSE,none,none
VORTAC,US,HAYES CENTER,HCT,40.4540608,-100.9235733,920,M,MSL,117.700,MHZ,124X,5.603,FALSE,none,none
VORTAC,US,HAZEN,HZN,39.5164,-118.9976867,1200,M,MSL,114.100,MHZ,88X,12.952,FALSE,none,none
VORTAC,US,HECTOR,HEC,34.7970181,-116.4629219,570,M,MSL,112.700,MHZ,74X,11.424,FALSE,none,none
VORTAC,US,HELENA,HLN,46.6068214,-111.9534753,1200,M,MSL,117.700,MHZ,124X,12.097,FALSE,none,none
VOR-DME,US,HIBBING,HIB,47.3015289,-92.7040447,400,M,MSL,110.800,MHZ,45X,-0.634,FALSE,none,none
VORTAC,US,HILL CITY,HLC,39.2587467,-100.2258503,820,M,MSL,113.700,MHZ,84X,5.122,FALSE,none,none
VOR-DME,US,HINCH MOUNTAIN,HCH,35.7810131,-84.9784522,930,M,MSL,117.600,MHZ,123X,-5.199,FALSE,none,none
VOR-DME,US,HIPSHER,IIP,42.6761019,-105.2262244,1500,M,MSL,115.750,MHZ,104Y,8.275,FALSE,none,none
VORTAC,US,HOBART,HBR,34.8665544,-99.063385,450,M,MSL,111.800,MHZ,55X,4.278,FALSE,none,none
VORTAC,US,HOBBS,HOB,32.6382375,-103.2692989,1100,M,MSL,111.000,MHZ,47X,6.404,FALSE,none,none
VOR-DME,US,HOBBY,HUB,29.65561,-95.2766,23,M,MSL,117.100,MHZ,118X,2.0536354265935404,FALSE,none,none
VOR,US,HOMELAND,HDF,33.7763297,-117.1853244,430,M,MSL,113.400,MHZ,none,11.4,FALSE,none,none
VORTAC,US,HOPEWELL,HPW,37.32887,-77.1159436,22,M,MSL,112.000,MHZ,57X,-10.433,FALSE,none,none
VORTAC,US,HOQUIAM,HQM,46.9470406,-124.1492689,4,M,MSL,117.700,MHZ,124X,15.571,FALSE,none,none
VOR-DME,US,HOT SPRINGS,HOT,34.478595,-93.0906108,160,M,MSL,110.000,MHZ,37X,0.517,FALSE,none,none
VOR-DME,US,HOUGHTON,CMX,47.1702617,-88.4853931,330,M,MSL,112.800,MHZ,75X,-4.173,FALSE,none,none
VORTAC,US,HUDSPETH,HUP,31.5687017,-105.3763186,1300,M,MSL,115.000,MHZ,97X,7.266,FALSE,none,none
VOR-DME,US,HUGO,HGO,38.8175,-103.6213889,1600,M,MSL,112.100,MHZ,58X,7.06,FALSE,none,none
VORTAC,US,HUMBLE,IAH,29.95691,-95.3457,27,M,MSL,116.600,MHZ,113X,2.0873768781852067,FALSE,none,none
VOR-DME,US,HUTCHINSON,HUT,37.9969189,-97.9341514,470,M,MSL,116.800,MHZ,115X,3.647,FALSE,none,none
VOR-DME,US,IDAHO FALLS,IDA,43.5190053,-112.0639169,1400,M,MSL,113.850,MHZ,85Y,11.61,FALSE,none,none
VORTAC,US,IMPERIAL,IPL,32.7488667,-115.5085819,0,M,MSL,115.900,MHZ,106X,10.811,FALSE,none,none
VORTAC,US,INDUSTRY,IDU,29.95605,-96.5621,126,M,MSL,110.200,MHZ,39X,2.7937268231419092,FALSE,none,none
VOR-DME,US,INTERNATIONAL FALLS,INL,48.5657983,-93.4056778,360,M,MSL,111.000,MHZ,47X,-0.183,FALSE,none,none
VOR-DME,US,IOWA CITY,IOW,41.5189603,-91.6132525,230,M,MSL,116.200,MHZ,109X,-0.95,FALSE,none,none
VOR-DME,US,IRONWOOD,IWD,46.5322564,-90.1258503,370,M,MSL,108.800,MHZ,25X,-2.697,FALSE,none,none
VOR-DME,US,JACKSON,JAC,43.6210375,-110.7316853,2000,M,MSL,115.400,MHZ,101X,11.081,FALSE,none,none
VOR-DME,US,JAMESTOWN,JHW,42.1886069,-79.1213078,550,M,MSL,114.700,MHZ,94X,-10.141,FALSE,none,none
VOR-DME,US,JAMESTOWN,JMS,46.9328717,-98.6787697,450,M,MSL,114.500,MHZ,92X,4.205,FALSE,none,none
VOR-DME,US,JEFFCO,BJC,39.9130403,-105.1389858,1700,M,MSL,115.400,MHZ,101X,7.96,FALSE,none,none
VOR-DME,US,JOHNSTOWN,JST,40.3167256,-78.8341664,690,M,MSL,113.000,MHZ,77X,-9.953,FALSE,none,none
VOR-DME,US,JOLIET,JOT,41.5464186,-88.3184106,180,M,MSL,112.300,MHZ,70X,-3.474,FALSE,none,none
VOR-DME,US,JONESBORO,JBR,35.8749158,-90.5885036,74,M,MSL,108.600,MHZ,23X,-1.276,FALSE,none,none
VORTAC,US,JULIAN,JLI,33.140277777778,-116.58555555556,1683,M,MSL,114.000,MHZ,87X,11.150857519313407,FALSE,100,NM
VORTAC,US,JUNCTION,JCT,30.59802,-99.8174,693,M,MSL,116.000,MHZ,107X,4.58250226867595,FALSE,none,none
VOR-DME,US,KALISPELL,FCA,48.2141025,-114.1758908,910,M,MSL,113.200,MHZ,79X,13.292,FALSE,none,none
VORTAC,US,KANSAS CITY,MCI,39.2852833,-94.7370611,310,M,MSL,113.250,MHZ,79Y,1.474,FALSE,none,none
VOR-DME,US,KENNEBUNK,ENE,43.4256722,-70.6135256,58,M,MSL,117.100,MHZ,118X,-14.698,FALSE,none,none
VOR-DME,US,KENNEDY,JFK,40.6328889,-73.7713889,3,M,MSL,115.900,MHZ,106X,-12.766,FALSE,none,none
VORTAC,US,KEY WEST,EYW,24.5858783,-81.8004764,2,M,MSL,113.500,MHZ,82X,-5.857,FALSE,none,none
VOR-DME,US,KIMBERLY,IMB,44.6483917,-119.7116314,1600,M,MSL,115.600,MHZ,103X,14.207,FALSE,none,none
VORTAC,US,KINGFISHER,IFI,35.80526,-98.0039,340,M,MSL,114.700,MHZ,94X,3.6721020361566326,FALSE,none,none
VOR-DME,US,KINGMAN,IGM,35.2605133,-113.9340814,1000,M,MSL,108.800,MHZ,25X,10.832,FALSE,none,none
VOR-DME,US,KINGSTON,IGN,41.6654497,-73.8222244,180,M,MSL,117.600,MHZ,123X,-12.955,FALSE,none,none
VORTAC,US,KINSTON,ISO,35.3709475,-77.5583153,21,M,MSL,109.600,MHZ,33X,-9.87,FALSE,none,none
VORTAC,US,KLAMATH FALLS,LMT,42.1531417,-121.7275283,1200,M,MSL,115.900,MHZ,106X,14.07,FALSE,none,none
VOR-DME,US,KLICKITAT,LTJ,45.7135833,-121.1008333,980,M,MSL,112.300,MHZ,70X,14.749,FALSE,none,none
VOR-DME,US,KREMMLING,RLG,40.0026394,-106.4424881,2900,M,MSL,113.800,MHZ,85X,8.627,FALSE,none,none
VORTAC,US,LAGRANGE,LGC,33.0491189,-85.2062214,240,M,MSL,115.600,MHZ,103X,-4.723,FALSE,none,none
VORTAC,US,LAKE CHARLES,LCH,30.1415136,-93.1055692,5,M,MSL,113.400,MHZ,81X,0.713,FALSE,none,none
VORTAC,US,LAKE HUGHES,LHS,34.6829733,-118.5769381,1800,M,MSL,114.350,MHZ,90Y,11.88,FALSE,none,none
VORTAC,US,LAKELAND,LAL,27.9861972,-82.0139044,41,M,MSL,116.000,MHZ,107X,-6.168,FALSE,none,none
VORTAC,US,LAKEVIEW,LKV,42.4928431,-120.5071044,2300,M,MSL,112.000,MHZ,57X,13.908,FALSE,none,none
VOR-DME,US,LAMAR,LAA,38.1970919,-102.6875322,1200,M,MSL,116.900,MHZ,116X,6.504,FALSE,none,none
VOR-DME,US,LAMONI,LMN,40.5967644,-93.9675919,350,M,MSL,116.700,MHZ,114X,0.87,FALSE,none,none
VOR-DME,US,LANCASTER,LRP,40.1199756,-76.2912953,120,M,MSL,117.300,MHZ,120X,-11.387,FALSE,none,none
VOR-DME,US,LARAMIE,LAR,41.33782,-105.7209325,2200,M,MSL,117.600,MHZ,123X,8.405,FALSE,none,none
VORTAC,US,LAREDO,LRD,27.4787372,-99.4176789,180,M,MSL,117.400,MHZ,121X,4.297,FALSE,none,none
VORTAC,US,LAS VEGAS,LAS,36.0797014,-115.1597981,650,M,MSL,116.900,MHZ,116X,11.325,FALSE,none,none
VOR-DME,US,LAWTON,LAW,34.4961819,-98.4130944,340,M,MSL,109.400,MHZ,31X,3.887,FALSE,none,none
VORTAC,US,LEE COUNTY,RSW,26.5298753,-81.7757678,8,M,MSL,111.800,MHZ,55X,-6.127,FALSE,none,none
VORTAC,US,LEEVILLE,LEV,29.1752294,-90.1040192,1,M,MSL,113.500,MHZ,82X,-1.119,FALSE,none,none
VOR-DME,US,LEWISTOWN,LWT,47.05297,-109.6061681,1300,M,MSL,115.450,MHZ,101Y,11.099,FALSE,none,none
VOR-DME,US,LEXINGTON,HYK,37.9663489,-84.4725169,320,M,MSL,112.600,MHZ,73X,-5.832,FALSE,none,none
VORTAC,US,LIBERTY,LIB,35.8116214,-79.6125919,250,M,MSL,113.000,MHZ,77X,-8.724,FALSE,none,none
VORTAC,US,LINCOLN,LNK,40.9237939,-96.7420097,420,M,MSL,116.100,MHZ,108X,2.85,FALSE,none,none
VOR-DME,US,LINDEN,LIN,38.0745806,-121.0038581,82,M,MSL,114.800,MHZ,95X,13.055,FALSE,none,none
VORTAC,US,LITTLE ROCK,LIT,34.6776728,-92.1805283,73,M,MSL,113.900,MHZ,86X,-0.104,FALSE,none,none
VOR-DME,US,LIVINGSTON,LVM,45.7024817,-110.4424517,1400,M,MSL,116.100,MHZ,108X,11.283,FALSE,none,none
VOR-DME,US,LIVINGSTON,LVT,36.5845094,-85.1666231,340,M,MSL,108.400,MHZ,21X,-5.168,FALSE,none,none
VORTAC,US,LLANO,LLO,30.796111111111,-98.787222222222,369,M,MSL,108.200,MHZ,19X,4.038390975684437,FALSE,none,none
VOR-DME,US,LONDON,LOZ,37.0331503,-84.1100747,380,M,MSL,116.550,MHZ,112Y,-5.958,FALSE,none,none
VORTAC,US,LOS ANGELES,LAX,33.9331492,-118.4320128,57,M,MSL,113.600,MHZ,83X,11.701,FALSE,none,none
VORTAC,US,LOUISVILLE,IIU,38.1034642,-85.5774361,220,M,MSL,114.800,MHZ,95X,-5.069,FALSE,none,none
VORTAC,US,LOVELOCK,LLC,40.1252625,-118.5775956,1500,M,MSL,116.500,MHZ,112X,12.982,FALSE,none,none
VORTAC,US,LUBBOCK,LBB,33.7049508,-101.9140103,1000,M,MSL,109.200,MHZ,29X,5.8,FALSE,none,none
VORTAC,US,LUCIN,LCU,41.3629517,-113.8406194,1300,M,MSL,113.600,MHZ,83X,11.88,FALSE,none,none
VORTAC,US,LUFKIN,LFK,31.1624419,-94.7168325,65,M,MSL,112.100,MHZ,58X,1.669,FALSE,none,none
VOR-DME,US,MADISON,MAD,41.3138611,-72.6922028,67,M,MSL,110.400,MHZ,41X,-13.393,FALSE,none,none
VORTAC,US,MADISON,MSN,43.144835,-89.3396969,260,M,MSL,108.600,MHZ,23X,-2.878,FALSE,none,none
VORTAC,US,MAGNOLIA,MHZ,32.4340694,-90.0997722,97,M,MSL,113.200,MHZ,79X,-1.364,FALSE,none,none
VOR-DME,US,MALAD CITY,MLD,42.1999003,-112.451235,2200,M,MSL,117.400,MHZ,121X,11.534,FALSE,none,none
VOR-DME,US,MANHATTAN,MHK,39.1454433,-96.6687289,320,M,MSL,110.200,MHZ,39X,2.814,FALSE,none,none
VOR-DME,US,MARCONI,LFV,42.0171878,-70.0372325,46,M,MSL,114.700,MHZ,94X,-14.582,FALSE,none,none
VOR-DME,US,MARFA,MRF,30.2983725,-103.9547553,1500,M,MSL,115.900,MHZ,106X,6.546,FALSE,none,none
VORTAC,US,MARIANNA,MAI,30.7861958,-85.1244669,39,M,MSL,114.000,MHZ,87X,-4.52,FALSE,none,none
VOR-DME,US,MARTHAS VINEYARD,MVY,41.3962147,-70.6127158,19,M,MSL,114.500,MHZ,92X,-14.244,FALSE,none,none
VORTAC,US,MARTINSBURG,MRB,39.3855722,-77.8483561,180,M,MSL,112.100,MHZ,58X,-10.372,FALSE,none,none
VOR-DME,US,MARVELL,UJM,34.5750467,-90.6744014,74,M,MSL,109.600,MHZ,33X,-1.126,FALSE,none,none
VOR-DME,US,MARYSVILLE,MYV,39.0986447,-121.5730575,18,M,MSL,110.800,MHZ,45X,13.376,FALSE,none,none
VOR-DME,US,MASON CITY,MCW,43.0947572,-93.3298725,370,M,MSL,114.900,MHZ,96X,0.248,FALSE,none,none
VORTAC,US,MAVERICK,TTT,32.86916,-97.0405,167,M,MSL,113.100,MHZ,78X,3.0639459460894645,FALSE,none,none
VORTAC,US,MC COMB,MCB,31.3044528,-90.2582031,140,M,MSL,116.700,MHZ,114X,-1.178,FALSE,none,none
VOR-DME,US,MC COOK,MCK,40.2037978,-100.5942247,780,M,MSL,115.300,MHZ,100X,5.388,FALSE,none,none
VOR-DME,US,MC KELLAR,MKL,35.6035653,-88.9104294,130,M,MSL,112.000,MHZ,57X,-2.432,FALSE,none,none
VOR-DME,US,MEDICINE BOW,MBW,41.8455222,-106.0042839,2100,M,MSL,116.850,MHZ,115Y,8.606,FALSE,none,none
VOR-DME,US,MEEKER,EKR,40.0674419,-107.9249497,2300,M,MSL,115.200,MHZ,99X,9.336,FALSE,none,none
VOR-DME,US,MELBOURNE,MLB,28.1052822,-80.63534,7,M,MSL,115.850,MHZ,105Y,-7.033,FALSE,none,none
VORTAC,US,MENDOCINO,ENI,39.0532167,-123.2743267,910,M,MSL,112.300,MHZ,70X,13.641,FALSE,none,none
VORTAC,US,MERIDIAN,MEI,32.37844,-88.8042664,180,M,MSL,117.000,MHZ,117X,-2.229,FALSE,none,none
VORTAC,US,MIDLAND,MAF,32.00934,-102.19,868,M,MSL,114.800,MHZ,95X,5.849856545380867,FALSE,none,none
VORTAC,US,MILE HIGH,DVV,39.8946894,-104.624335,1600,M,MSL,114.700,MHZ,94X,7.689,FALSE,none,none
VOR-DME,US,MILES CITY,MLS,46.3822267,-105.9535336,800,M,MSL,112.100,MHZ,58X,9.061,FALSE,none,none
VORTAC,US,MILFORD,MLF,38.3603556,-113.0132328,1500,M,MSL,112.100,MHZ,58X,11.079,FALSE,none,none
VOR-DME,US,MILLINOCKET,MLT,45.5867092,-68.5154631,170,M,MSL,117.900,MHZ,126X,-15.945,FALSE,none,none
VORTAC,US,MILLSAP,MQP,32.72618,-97.9974,276,M,MSL,117.700,MHZ,124X,3.625467375093224,FALSE,none,none
VORTAC,US,MINA,MVA,38.5652994,-118.0328533,2400,M,MSL,115.100,MHZ,98X,12.537,FALSE,none,none
VOR-DME,US,MINNEAPOLIS,MSP,44.8965,-93.236504,253,M,MSL,115.300,MHZ,100X,0.029,TRUE,40,NM
VOR-DME,US,MINOT,MOT,48.2603358,-101.2870711,520,M,MSL,117.100,MHZ,118X,6.154,FALSE,none,none
VORTAC,US,MISSION BAY,MZB,32.7822086,-117.225425,3,M,MSL,117.800,MHZ,125X,11.218,FALSE,none,none
VOR-DME,US,MISSOULA,MSO,46.9079667,-114.0836522,980,M,MSL,112.800,MHZ,75X,13,FALSE,none,none
VORTAC,US,MITBEE,MMB,36.3437325,-99.8801219,740,M,MSL,115.600,MHZ,103X,4.804,FALSE,none,none
VOR-DME,US,MITCHELL,MHE,43.7770217,-98.0375656,390,M,MSL,109.200,MHZ,29X,3.749,FALSE,none,none
